"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene_id","abs_log2FoldChange","entrez","symbol"
"ENSG00000110075",2488.53766760251,0.687766042429973,0.202476197589929,0.000293480836716041,0.00130229138763915,"ENSG00000110075",0.687766042429973,55291,"PPP6R3"
"ENSG00000148498",1164.01548418514,-0.687380211295698,0.124584133571913,1.55871562823216e-08,1.42135736463856e-07,"ENSG00000148498",0.687380211295698,56288,"PARD3"
"ENSG00000085449",777.967025413062,-0.686797740749513,0.184693893307874,8.78182900386514e-05,0.000440986491915403,"ENSG00000085449",0.686797740749513,57590,"WDFY1"
"ENSG00000132356",1412.2152828741,-0.685357821136128,0.164767271546201,1.42298958886414e-05,8.29612050264375e-05,"ENSG00000132356",0.685357821136128,5562,"PRKAA1"
"ENSG00000103653",3246.21213643753,0.684948840655478,0.23288654139617,0.00137319408255675,0.00515338331844868,"ENSG00000103653",0.684948840655478,1445,"CSK"
"ENSG00000114446",778.480987674737,-0.684900371671787,0.220362780171469,0.000801331357883715,0.00318527092588867,"ENSG00000114446",0.684900371671787,55081,"IFT57"
"ENSG00000068097",1255.76450426312,-0.684638916833037,0.200080719557309,0.000270321495904315,0.00121206586789419,"ENSG00000068097",0.684638916833037,63897,"HEATR6"
"ENSG00000118620",191.538982305161,0.684282773814034,0.184325322296163,9.0571243551407e-05,0.000453823762338456,"ENSG00000118620",0.684282773814034,80264,"ZNF430"
"ENSG00000180346",226.135957148971,-0.68365429898161,0.23718451028275,0.00165468977500431,0.00607832573871476,"ENSG00000180346",0.68365429898161,166815,"TIGD2"
"ENSG00000231345",187.242108534329,0.683576089102875,0.219106566111055,0.000773308824714473,0.0030849113101799,"ENSG00000231345",0.683576089102875,NA,"BEND3P1"
"ENSG00000162924",99.6564817648922,-0.683461321638148,0.224896995034391,0.00100851106502053,0.00391852105369549,"ENSG00000162924",0.683461321638148,5966,"REL"
"ENSG00000127314",1026.32766847699,-0.683358319872356,0.238799076259187,0.00176504808236163,0.00643255777399707,"ENSG00000127314",0.683358319872356,5908,"RAP1B"
"ENSG00000178464",73.7109969716098,0.683357941905338,0.236751034991473,0.0016354916485712,0.00601590782973396,"ENSG00000178464",0.683357941905338,NA,"RPL10P16"
"ENSG00000180979",461.602708758244,0.68330008450987,0.196918730973141,0.000227594121848822,0.00103974249639017,"ENSG00000180979",0.68330008450987,255252,"LRRC57"
"ENSG00000156599",1950.40718051811,-0.683210549180935,0.191136985997534,0.000154295388693281,0.000730797297756959,"ENSG00000156599",0.683210549180935,25921,"ZDHHC5"
"ENSG00000140545",1931.11352676989,-0.682814292545031,0.236547673597231,0.00163687095007314,0.00602024369642804,"ENSG00000140545",0.682814292545031,4240,"MFGE8"
"ENSG00000184402",1393.2073332485,0.682101125296297,0.238278849076335,0.00176553475585229,0.00643296029007961,"ENSG00000184402",0.682101125296297,26039,"SS18L1"
"ENSG00000044115",5745.12614448467,-0.681974804678313,0.226638380169767,0.00111498282283081,0.00427958948453625,"ENSG00000044115",0.681974804678313,1495,"CTNNA1"
"ENSG00000132471",3333.01720667737,-0.681867532496962,0.194170711012594,0.000195834455278263,0.000908408316925514,"ENSG00000132471",0.681867532496962,23558,"WBP2"
"ENSG00000176055",306.742249912483,0.681517365679367,0.230977633163748,0.00134483870264082,0.00505835271451882,"ENSG00000176055",0.681517365679367,153364,"MBLAC2"
"ENSG00000102882",1602.40836961635,-0.680432744213913,0.16347216707086,1.42362998008782e-05,8.29824240237986e-05,"ENSG00000102882",0.680432744213913,5595,"MAPK3"
"ENSG00000116731",1027.11173248057,0.680408068716582,0.181987235330912,8.24817348414196e-05,0.000416838248855989,"ENSG00000116731",0.680408068716582,7799,"PRDM2"
"ENSG00000125734",1453.72209142392,-0.679219171538311,0.200724629016251,0.000314350887226407,0.00138547926642923,"ENSG00000125734",0.679219171538311,56927,"GPR108"
"ENSG00000149541",2349.79562123983,-0.679163223010806,0.2402293597125,0.00198234424617512,0.00711647834560283,"ENSG00000149541",0.679163223010806,26229,"B3GAT3"
"ENSG00000163104",1905.70285372844,0.678949038354498,0.143671520903627,1.05182660175101e-06,7.43811136818928e-06,"ENSG00000163104",0.678949038354498,56916,"SMARCAD1"
"ENSG00000163785",2097.0024422964,-0.678915911881778,0.195785234920964,0.000232148833819491,0.00105781357656759,"ENSG00000163785",0.678915911881778,6259,"RYK"
"ENSG00000144741",377.747976055083,0.678527771356463,0.221612357470082,0.000948517445138891,0.00370701017909444,"ENSG00000144741",0.678527771356463,115286,"SLC25A26"
"ENSG00000011114",1051.48908910412,0.677994123015226,0.193005219361746,0.000196973461766766,0.000912914366030038,"ENSG00000011114",0.677994123015226,55727,"BTBD7"
"ENSG00000135482",249.82165885049,0.677876320239883,0.22710301518242,0.00121758944276548,0.00463020236665531,"ENSG00000135482",0.677876320239883,84872,"ZC3H10"
"ENSG00000105372",21793.83944488,0.677839967705326,0.225944039085396,0.00116015597751823,0.00443257251993378,"ENSG00000105372",0.677839967705326,6223,"RPS19"
"ENSG00000163681",881.705983194814,-0.677537445725965,0.121259338055706,1.07083262925596e-08,9.97992073816663e-08,"ENSG00000163681",0.677537445725965,7871,"SLMAP"
"ENSG00000120925",522.089614393345,0.676910921852272,0.186131810527293,0.000123743139369193,0.000598943131364691,"ENSG00000120925",0.676910921852272,81790,"RNF170"
"ENSG00000158792",481.047681883285,-0.676512737334012,0.236193588079333,0.00178230235273885,0.00648441817075113,"ENSG00000158792",0.676512737334012,124044,"SPATA2L"
"ENSG00000196455",1199.88988012847,-0.676038982385906,0.222251883259909,0.00101882788268131,0.00395348942737983,"ENSG00000196455",0.676038982385906,30849,"PIK3R4"
"ENSG00000181827",1137.98632976029,0.674874406717419,0.194449913614255,0.000231983771421846,0.00105741131920848,"ENSG00000181827",0.674874406717419,64864,"RFX7"
"ENSG00000163882",2278.08070138659,-0.674466113424921,0.19043178077851,0.000178440867117721,0.000834884100686857,"ENSG00000163882",0.674466113424921,5437,"POLR2H"
"ENSG00000180855",96.241236605602,0.674431350650834,0.24361540199801,0.00239388528003805,0.00837748218949197,"ENSG00000180855",0.674431350650834,10224,"ZNF443"
"ENSG00000188529",4104.78306937024,0.674247206570407,0.163491074699938,1.70787357728132e-05,9.81970061605209e-05,"ENSG00000188529",0.674247206570407,10772,"SRSF10"
"ENSG00000125484",1651.56262840787,0.673977007523211,0.211818734711357,0.000643898439159711,0.00262660514270082,"ENSG00000125484",0.673977007523211,9329,"GTF3C4"
"ENSG00000196123",1977.35807106851,0.673397020970376,0.207043502735247,0.000506628829622656,0.00212438760112341,"ENSG00000196123",0.673397020970376,653319,"KIAA0895L"
"ENSG00000168101",811.020854886447,0.672326826742133,0.198979152090228,0.000325694960734594,0.00143001857924408,"ENSG00000168101",0.672326826742133,84309,"NUDT16L1"
"ENSG00000101132",533.725854907351,0.671654412061179,0.240397684781641,0.00223391085230785,0.0078903129633403,"ENSG00000101132",0.671654412061179,5203,"PFDN4"
"ENSG00000137876",2623.02016469563,0.670933054110423,0.23716818041637,0.00201359036032683,0.00720968142016353,"ENSG00000137876",0.670933054110423,51187,"RSL24D1"
"ENSG00000104064",507.708402631985,0.670913411803696,0.232219865087388,0.00167442002468945,0.00614029009542543,"ENSG00000104064",0.670913411803696,2553,"GABPB1"
"ENSG00000163138",312.163004708351,0.670891438158346,0.185967287351458,0.000140473394139974,0.000671262467158212,"ENSG00000163138",0.670891438158346,133015,"PACRGL"
"ENSG00000243199",322.738264832574,0.670795415777743,0.221847780602188,0.00109482719303988,0.00421462137828471,"ENSG00000243199",0.670795415777743,NA,""
"ENSG00000104964",7856.64911587049,0.670225679615427,0.157638693621704,9.86555645524986e-06,5.91126026407476e-05,"ENSG00000104964",0.670225679615427,166,"TLE5"
"ENSG00000114520",955.54898474486,0.669835066915608,0.180034457103679,9.10198510329937e-05,0.000455995478664793,"ENSG00000114520",0.669835066915608,8723,"SNX4"
"ENSG00000105953",3333.70392321285,-0.669775764180267,0.167043734921572,2.81376287921486e-05,0.000156101178841528,"ENSG00000105953",0.669775764180267,4967,"OGDH"
"ENSG00000149499",2548.250465205,-0.669529619604208,0.162984076069393,1.85280353568574e-05,0.000105800474296653,"ENSG00000149499",0.669529619604208,256364,"EML3"
"ENSG00000158195",2882.06795587808,-0.669223405346469,0.194387164991524,0.00026068088685171,0.00117427664201703,"ENSG00000158195",0.669223405346469,10163,"WASF2"
"ENSG00000198561",180.091987021543,-0.66883014907429,0.232609046749022,0.0017565214781929,0.00640747806815541,"ENSG00000198561",0.66883014907429,1500,"CTNND1"
"ENSG00000100796",2261.16165131917,0.668627803244061,0.207720991573962,0.000575521282050162,0.00237674692060308,"ENSG00000100796",0.668627803244061,55671,"PPP4R3A"
"ENSG00000164081",681.199245733336,-0.667785433315093,0.234330838503804,0.00190501150990685,0.0068750349261714,"ENSG00000164081",0.667785433315093,51368,"TEX264"
"ENSG00000151746",1068.8728245973,0.667784952699759,0.212039635204269,0.00072980906421961,0.00292615711216889,"ENSG00000151746",0.667784952699759,636,"BICD1"
"ENSG00000119906",1026.11732727047,-0.667487874782326,0.152095760987448,5.35599965032781e-06,3.36912146760746e-05,"ENSG00000119906",0.667487874782326,55719,"SLF2"
"ENSG00000177873",150.319815205383,-0.66730303345601,0.224822123926797,0.00131931087866278,0.00497292733131317,"ENSG00000177873",0.66730303345601,285267,"ZNF619"
"ENSG00000059122",2017.20942065554,-0.666468834458763,0.225523307901253,0.00137731477244295,0.00516626417018179,"ENSG00000059122",0.666468834458763,84256,"FLYWCH1"
"ENSG00000177189",1158.83182932606,-0.665893478304235,0.169288254372079,3.90205079011611e-05,0.000210865279331225,"ENSG00000177189",0.665893478304235,6197,"RPS6KA3"
"ENSG00000130741",8489.83859093912,-0.665148489546985,0.177901649835357,8.57284367063268e-05,0.000431358019022331,"ENSG00000130741",0.665148489546985,1968,"EIF2S3"
"ENSG00000108666",729.50664723388,0.664041391720279,0.179646406434341,0.000101527934856951,0.000503347163744149,"ENSG00000108666",0.664041391720279,64149,"C17orf75"
"ENSG00000179151",1246.78022239434,0.663704939119992,0.144505996419185,2.0790539379072e-06,1.39841183423787e-05,"ENSG00000179151",0.663704939119992,80153,"EDC3"
"ENSG00000197128",282.512854888606,0.662669630481547,0.180930544195073,0.000116157450764092,0.000566335961423953,"ENSG00000197128",0.662669630481547,400720,"ZNF772"
"ENSG00000153317",4028.0921315206,-0.662325510511148,0.173404753662932,6.26355915390698e-05,0.000324861457497586,"ENSG00000153317",0.662325510511148,50807,"ASAP1"
"ENSG00000140694",761.808557702694,-0.662125520122505,0.157284774395718,1.21200468959538e-05,7.13815357601799e-05,"ENSG00000140694",0.662125520122505,5073,"PARN"
"ENSG00000126775",527.458989301358,-0.660609579334561,0.204765663807774,0.000572777757879356,0.00236769698619945,"ENSG00000126775",0.660609579334561,22863,"ATG14"
"ENSG00000204536",917.803413327026,-0.660331917237064,0.170865671876533,5.24641714020574e-05,0.000276302098476906,"ENSG00000204536",0.660331917237064,54535,"CCHCR1"
"ENSG00000058272",1183.91925052231,-0.65860885829602,0.12472045320579,6.25339630236233e-08,5.28344226289375e-07,"ENSG00000058272",0.65860885829602,4659,"PPP1R12A"
"ENSG00000103248",499.424097274423,-0.65850192660416,0.194242346377968,0.000323957297889786,0.0014240553705306,"ENSG00000103248",0.65850192660416,64779,"MTHFSD"
"ENSG00000182903",503.361339600562,0.657969199496511,0.221211291589672,0.00132404268712024,0.00498700595039678,"ENSG00000182903",0.657969199496511,170960,"ZNF721"
"ENSG00000131732",634.124825127727,-0.657210127008543,0.211914124860767,0.000879303881583991,0.00346629326608927,"ENSG00000131732",0.657210127008543,84240,"ZCCHC9"
"ENSG00000142856",497.81404413488,0.655896895430755,0.227506877934901,0.00177222498850273,0.00645322924913433,"ENSG00000142856",0.655896895430755,23421,"ITGB3BP"
"ENSG00000283103",181.54748740348,0.655506550456695,0.206052377659403,0.000675944965876851,0.00273909178329606,"ENSG00000283103",0.655506550456695,NA,""
"ENSG00000095139",4237.26343093764,-0.654911350816039,0.22925638551715,0.00192622540111805,0.0069440807393014,"ENSG00000095139",0.654911350816039,372,"ARCN1"
"ENSG00000113384",1888.50793986577,-0.654727190110408,0.205755947438365,0.000675432352339646,0.00273775368415931,"ENSG00000113384",0.654727190110408,64083,"GOLPH3"
"ENSG00000130177",2061.62066465835,-0.654621813995202,0.200399151952819,0.000505775922813324,0.00212110749188784,"ENSG00000130177",0.654621813995202,8881,"CDC16"
"ENSG00000196810",575.721160041576,-0.654059694612584,0.204999438592316,0.000657378643566321,0.00267505076605902,"ENSG00000196810",0.654059694612584,NA,"CTBP1-DT"
"ENSG00000104522",1789.29846528554,-0.65391380158466,0.187964358595264,0.000237263357772305,0.00107849920305373,"ENSG00000104522",0.65391380158466,7264,"GFUS"
"ENSG00000167378",1163.2834182115,0.653887418875914,0.172550335144247,7.21211786985351e-05,0.000369328840558056,"ENSG00000167378",0.653887418875914,126298,"IRGQ"
"ENSG00000129925",2501.42650437859,-0.653130334406947,0.161852740666794,2.63107551177171e-05,0.00014667085568779,"ENSG00000129925",0.653130334406947,58986,"PGAP6"
"ENSG00000257698",241.035634804552,-0.652653548688938,0.193404127716715,0.000347515412135331,0.00151650336717222,"ENSG00000257698",0.652653548688938,NA,"GIHCG"
"ENSG00000102781",750.986769256159,-0.652331067609976,0.1562191817312,1.44125405711363e-05,8.38675835013062e-05,"ENSG00000102781",0.652331067609976,84056,"KATNAL1"
"ENSG00000166295",1471.13203865728,0.652143093236456,0.192127095596003,0.000324143647556479,0.00142466590863806,"ENSG00000166295",0.652143093236456,119504,"ANAPC16"
"ENSG00000137207",2986.53268466525,-0.652051505421803,0.214089549577569,0.00106853216700016,0.00412213338204558,"ENSG00000137207",0.652051505421803,25844,"YIPF3"
"ENSG00000089154",12395.7043017136,-0.652002079510506,0.178687572964969,0.000125757735530485,0.000607403060563027,"ENSG00000089154",0.652002079510506,10985,"GCN1"
"ENSG00000135931",1306.63289793417,-0.650798670453213,0.17754090149297,0.000118221781908344,0.000575746215299576,"ENSG00000135931",0.650798670453213,80210,"ARMC9"
"ENSG00000136891",1272.53032603316,0.650016439440655,0.214390736972184,0.00112291390062149,0.004307277329767,"ENSG00000136891",0.650016439440655,54881,"TEX10"
"ENSG00000198909",1810.75288258902,0.649753250513662,0.123353585871436,6.86768754155132e-08,5.76997235683821e-07,"ENSG00000198909",0.649753250513662,4215,"MAP3K3"
"ENSG00000164080",911.827494902545,0.649604854860683,0.158516691629604,2.03159686123795e-05,0.000115264611940091,"ENSG00000164080",0.649604854860683,23132,"RAD54L2"
"ENSG00000178913",2671.81463036357,0.648923392965105,0.200956841735389,0.00058357849090277,0.00240671008633195,"ENSG00000178913",0.648923392965105,6879,"TAF7"
"ENSG00000149196",805.154851930091,0.648042290860297,0.151642943841073,9.45729659260199e-06,5.69449208718841e-05,"ENSG00000149196",0.648042290860297,51501,"HIKESHI"
"ENSG00000165138",1020.570039575,-0.648021275464798,0.183724978608042,0.000201371460646272,0.000932002756265871,"ENSG00000165138",0.648021275464798,203286,"ANKS6"
"ENSG00000149531",426.173707551411,-0.647703200450594,0.192514882305186,0.000364714411501956,0.00158396439798571,"ENSG00000149531",0.647703200450594,NA,"FRG1BP"
"ENSG00000100461",1593.45301510384,0.647676911984042,0.220838236500899,0.00154865229152425,0.00574292688564131,"ENSG00000100461",0.647676911984042,55147,"RBM23"
"ENSG00000103495",3078.06281087993,0.647435232956195,0.230369473417017,0.00225827852364179,0.00796700705149875,"ENSG00000103495",0.647435232956195,4150,"MAZ"
"ENSG00000102901",2093.35503557562,0.646912504299894,0.232025246619395,0.00241806111197171,0.00844534921701906,"ENSG00000102901",0.646912504299894,80152,"CENPT"
"ENSG00000135953",306.4040190716,0.646775983414515,0.197581101357479,0.000503459475864632,0.00211257338635454,"ENSG00000135953",0.646775983414515,84804,"MFSD9"
"ENSG00000038219",2048.45661960775,-0.645097126920335,0.233402893203967,0.00261099614147797,0.00903718357788851,"ENSG00000038219",0.645097126920335,259282,"BOD1L1"
"ENSG00000106992",175.943258473538,0.64447190143093,0.215596245768275,0.00130550798921528,0.00492460974217812,"ENSG00000106992",0.64447190143093,203,"AK1"
"ENSG00000105185",1123.17399880416,0.642952699889388,0.235330460002842,0.00288309954960802,0.00985962239458683,"ENSG00000105185",0.642952699889388,9141,"PDCD5"
"ENSG00000102738",425.784843421227,0.642844877699415,0.131598108423534,5.19966088759306e-07,3.86453627592612e-06,"ENSG00000102738",0.642844877699415,10240,"MRPS31"
"ENSG00000102225",4427.07256418341,-0.642590416024796,0.177248580436962,0.000140805454181004,0.000672742150097016,"ENSG00000102225",0.642590416024796,5127,"CDK16"
"ENSG00000205581",6645.47049237052,0.642562094861695,0.139244810969207,1.97295493345227e-06,1.3357269767096e-05,"ENSG00000205581",0.642562094861695,3150,"HMGN1"
"ENSG00000060237",4165.35122004728,-0.642472872028644,0.137411084237592,1.4703428032892e-06,1.01373956389386e-05,"ENSG00000060237",0.642472872028644,65125,"WNK1"
"ENSG00000075568",1417.76693650622,-0.642469403967174,0.162825824463529,3.92935360687666e-05,0.000212149758857609,"ENSG00000075568",0.642469403967174,23505,"TMEM131"
"ENSG00000121749",914.523727557016,-0.641801446586495,0.18591578287122,0.00026963531375325,0.00120971192401118,"ENSG00000121749",0.641801446586495,64786,"TBC1D15"
"ENSG00000182325",1627.4050290873,-0.641794659486865,0.209871525058826,0.00105252406282669,0.00406430135408537,"ENSG00000182325",0.641794659486865,26233,"FBXL6"
"ENSG00000232119",1422.22974370167,-0.640340595533371,0.0767730321751569,3.80714625736438e-17,7.91459304015384e-16,"ENSG00000232119",0.640340595533371,28985,"MCTS1"
"ENSG00000128789",847.101287608688,-0.640275335101074,0.223905271542014,0.00197878676785336,0.00710540669667345,"ENSG00000128789",0.640275335101074,56984,"PSMG2"
"ENSG00000100319",202.697962696653,0.640166741015604,0.228298744713172,0.0023429565928959,0.00822024388889562,"ENSG00000100319",0.640166741015604,55954,"ZMAT5"
"ENSG00000166971",366.566107353795,-0.640155125854077,0.232454017967113,0.00272194865541508,0.00936332897164076,"ENSG00000166971",0.640155125854077,64400,"AKTIP"
"ENSG00000163812",1279.21791884666,0.639960785320514,0.192555522140764,0.000429635701559828,0.00183564391191638,"ENSG00000163812",0.639960785320514,51304,"ZDHHC3"
"ENSG00000233927",8684.74698965225,0.63994998348659,0.22459592851541,0.00204340399955345,0.00730945479773536,"ENSG00000233927",0.63994998348659,6234,"RPS28"
"ENSG00000112282",1283.06029704497,-0.639462290481713,0.233838567806625,0.00288622142320569,0.00986805021676672,"ENSG00000112282",0.639462290481713,9439,"MED23"
"ENSG00000143373",1926.12508556763,-0.639121404787155,0.143301074934288,4.12968941229682e-06,2.64439305605244e-05,"ENSG00000143373",0.639121404787155,57592,"ZNF687"
"ENSG00000138443",2868.3046258369,0.638201348962633,0.119916222925682,5.23664345627982e-08,4.46968438766175e-07,"ENSG00000138443",0.638201348962633,10152,"ABI2"
"ENSG00000122378",1692.79945625749,0.637574408204843,0.229917735683811,0.00258733924089031,0.00896150186596126,"ENSG00000122378",0.637574408204843,84293,"PRXL2A"
"ENSG00000110074",1489.98846678416,0.637416919148227,0.178001248271346,0.000168791736117773,0.000794318721824648,"ENSG00000110074",0.637416919148227,55572,"FOXRED1"
"ENSG00000160948",2058.62866017516,-0.637364071828175,0.199214184573794,0.000664412827125994,0.00270038026773561,"ENSG00000160948",0.637364071828175,51160,"VPS28"
"ENSG00000100445",223.221271730259,0.636897987252138,0.169154859408111,8.280343410202e-05,0.000418041757199553,"ENSG00000100445",0.636897987252138,56948,"SDR39U1"
"ENSG00000118046",3759.66086169612,-0.636771204953662,0.173872098841314,0.000123890088521231,0.000599557724861977,"ENSG00000118046",0.636771204953662,6794,"STK11"
"ENSG00000140577",1107.44773781623,0.636530043065325,0.173182234351806,0.000117791578909291,0.000573930434552511,"ENSG00000140577",0.636530043065325,64784,"CRTC3"
"ENSG00000164284",859.596269282052,0.635602753472601,0.179314696607492,0.000194372887953958,0.000902394018479717,"ENSG00000164284",0.635602753472601,134266,"GRPEL2"
"ENSG00000164068",1277.69618446822,-0.634262864968048,0.203388052947464,0.000878460284011,0.00346342254606333,"ENSG00000164068",0.634262864968048,63891,"RNF123"
"ENSG00000231500",28144.341564844,0.634049073251526,0.227602812479038,0.00251202513316408,0.00873693459303122,"ENSG00000231500",0.634049073251526,6222,"RPS18"
"ENSG00000150764",672.834036589411,0.633960854639057,0.181075708976364,0.000229476232499566,0.00104690684246269,"ENSG00000150764",0.633960854639057,85458,"DIXDC1"
"ENSG00000203999",151.699497103707,0.633955663939752,0.204029633186488,0.000912688814996329,0.00358097053161349,"ENSG00000203999",0.633955663939752,284751,"LINC01270"
"ENSG00000113761",457.510679879353,0.633748993576533,0.148930887027995,1.06105900978449e-05,6.30856217364243e-05,"ENSG00000113761",0.633748993576533,23567,"ZNF346"
"ENSG00000175216",4838.10383965175,-0.633379736651799,0.223356192186455,0.00216379061260901,0.0076787835914304,"ENSG00000175216",0.633379736651799,9793,"CKAP5"
"ENSG00000132478",2107.9977602945,0.6328238564292,0.120544203674224,7.86759628500389e-08,6.5550200632676e-07,"ENSG00000132478",0.6328238564292,85451,"UNK"
"ENSG00000177888",689.851410619547,-0.632401689848212,0.220892583062614,0.00199586795628223,0.00715903455366665,"ENSG00000177888",0.632401689848212,360023,"ZBTB41"
"ENSG00000180900",7248.17144936735,-0.632036281918036,0.190454131657189,0.00044553772342314,0.00189495564174543,"ENSG00000180900",0.632036281918036,23513,"SCRIB"
"ENSG00000133131",397.374499528782,-0.631691672718021,0.20596303178913,0.00104718806682028,0.00404732053275114,"ENSG00000133131",0.631691672718021,79710,"MORC4"
"ENSG00000198015",1447.38091433549,0.631486502214096,0.207551116830262,0.00113456279057259,0.0043480710341119,"ENSG00000198015",0.631486502214096,28977,"MRPL42"
"ENSG00000006125",6912.47612418619,-0.631272772815237,0.175342195317689,0.000159215178845717,0.000751963570448331,"ENSG00000006125",0.631272772815237,163,"AP2B1"
"ENSG00000141905",3910.17111609003,-0.630955188120236,0.17254137197893,0.000128290108561071,0.000618259876207222,"ENSG00000141905",0.630955188120236,4782,"NFIC"
"ENSG00000189079",1174.54877057713,0.630620946663527,0.168511223980962,9.19984285965192e-05,0.000460283471339818,"ENSG00000189079",0.630620946663527,196528,"ARID2"
"ENSG00000112234",514.471267841925,-0.630401243701164,0.227507003605345,0.00264897896290114,0.00915071340475598,"ENSG00000112234",0.630401243701164,26235,"FBXL4"
"ENSG00000119522",721.189590277104,0.629918072797146,0.16693409336569,8.14644523940062e-05,0.000412182942257824,"ENSG00000119522",0.629918072797146,57706,"DENND1A"
"ENSG00000175213",440.521772028958,-0.629400563685683,0.217603690442013,0.00183549282751292,0.00665615597838977,"ENSG00000175213",0.629400563685683,79797,"ZNF408"
"ENSG00000167182",687.854164824502,0.629380489888026,0.182034209053903,0.000272347333870858,0.00122039404005075,"ENSG00000167182",0.629380489888026,6668,"SP2"
"ENSG00000137145",800.034091488832,-0.628765675970041,0.171645148127452,0.000125837342523914,0.000607609970279132,"ENSG00000137145",0.628765675970041,55667,"DENND4C"
"ENSG00000090060",3838.33368407013,0.627621522135811,0.169077578967202,0.00010434674836741,0.000514686992974251,"ENSG00000090060",0.627621522135811,10914,"PAPOLA"
"ENSG00000003509",594.912564056265,0.626895409215132,0.207872879240231,0.00125069571112305,0.00474347878107427,"ENSG00000003509",0.626895409215132,55471,"NDUFAF7"
"ENSG00000107854",1806.02717517811,-0.626581428917268,0.136536942491194,2.31462819894969e-06,1.54612425243148e-05,"ENSG00000107854",0.626581428917268,80351,"TNKS2"
"ENSG00000182446",5104.59123257757,-0.626360478427934,0.181404517650415,0.000278987698037689,0.00124552821347314,"ENSG00000182446",0.626360478427934,55666,"NPLOC4"
"ENSG00000171224",261.228020043216,0.625992084171681,0.212341255676389,0.00155506803850784,0.00576458229784724,"ENSG00000171224",0.625992084171681,219738,"FAM241B"
"ENSG00000143436",995.936191116334,0.625876153376467,0.196844221487599,0.00073028904565749,0.00292686515975,"ENSG00000143436",0.625876153376467,65005,"MRPL9"
"ENSG00000165526",943.712988958885,0.625609911334497,0.221385309470219,0.00227095745231629,0.00800233264010832,"ENSG00000165526",0.625609911334497,84881,"RPUSD4"
"ENSG00000189369",455.474621316477,0.625532217492813,0.213189678688104,0.00162626535488073,0.00598563752920116,"ENSG00000189369",0.625532217492813,23708,"GSPT2"
"ENSG00000115073",1579.06671469963,-0.625190384454552,0.147025575360665,1.0973537121278e-05,6.51145702398982e-05,"ENSG00000115073",0.625190384454552,10120,"ACTR1B"
"ENSG00000081019",557.208041841644,0.624982533713643,0.169446679674619,0.000115142929943786,0.000561845841024467,"ENSG00000081019",0.624982533713643,54665,"RSBN1"
"ENSG00000166263",393.299211249108,0.624805231543631,0.142574652192548,6.11008960372385e-06,3.8077388377452e-05,"ENSG00000166263",0.624805231543631,252983,"STXBP4"
"ENSG00000171453",677.375922296874,0.622297190464384,0.184485024085471,0.000375627332160596,0.00162641812839015,"ENSG00000171453",0.622297190464384,9533,"POLR1C"
"ENSG00000101782",1377.15711811262,-0.622026680018308,0.17881116180076,0.000256350206013974,0.00115650388252682,"ENSG00000101782",0.622026680018308,8780,"RIOK3"
"ENSG00000197782",446.334379910762,0.619153309525276,0.204911682771335,0.00124996490814578,0.00474130611291739,"ENSG00000197782",0.619153309525276,284323,"ZNF780A"
"ENSG00000068796",1461.90607083762,0.617206845994433,0.168639374787825,0.000130897647425143,0.000629714179175541,"ENSG00000068796",0.617206845994433,3796,"KIF2A"
"ENSG00000070366",576.373650342079,-0.616920477827175,0.216634753221929,0.00216829957274714,0.00769023923373068,"ENSG00000070366",0.616920477827175,23293,"SMG6"
"ENSG00000141279",2810.22986864983,-0.616305906301221,0.172573704085104,0.000183980332297418,0.000858927775308893,"ENSG00000141279",0.616305906301221,9520,"NPEPPS"
"ENSG00000138593",996.670084602255,-0.616267033084412,0.199610444574862,0.00101565312802937,0.00394167954108775,"ENSG00000138593",0.616267033084412,9728,"SECISBP2L"
"ENSG00000171466",273.381259497459,0.615684398305247,0.151655010106226,2.5917089645291e-05,0.000144583741695222,"ENSG00000171466",0.615684398305247,54811,"ZNF562"
"ENSG00000239415",125.565524812411,0.614593102903573,0.208054099273275,0.00156711134647395,0.0057984858264269,"ENSG00000239415",0.614593102903573,NA,""
"ENSG00000162616",332.560264576936,-0.614544916050497,0.187107472327806,0.000523021417756813,0.0021870148961752,"ENSG00000162616",0.614544916050497,11080,"DNAJB4"
"ENSG00000100601",263.915298144745,0.614189196494736,0.21944315600434,0.00253055402067797,0.00879000264107052,"ENSG00000100601",0.614189196494736,8846,"ALKBH1"
"ENSG00000145331",182.798253713223,0.613029420862249,0.201621591704732,0.00119244820599638,0.00454842473898417,"ENSG00000145331",0.613029420862249,93587,"TRMT10A"
"ENSG00000092203",1746.33438003827,-0.612794999933392,0.171129173820023,0.000178839976532342,0.000836360376308518,"ENSG00000092203",0.612794999933392,9878,"TOX4"
"ENSG00000198000",1238.15380974347,0.612792188539787,0.215288624897571,0.00219819887333327,0.00778616306532053,"ENSG00000198000",0.612792188539787,55035,"NOL8"
"ENSG00000138760",6705.64544198201,-0.611821817331775,0.207240918685708,0.00158599988804478,0.00585754560029727,"ENSG00000138760",0.611821817331775,950,"SCARB2"
"ENSG00000156990",578.622847877663,-0.611357790596182,0.220678848939868,0.00277395359386768,0.00952543044318393,"ENSG00000156990",0.611357790596182,285367,"RPUSD3"
"ENSG00000131437",805.819086637652,0.611132582235912,0.167104025872038,0.000134128140986188,0.000643612648108197,"ENSG00000131437",0.611132582235912,11127,"KIF3A"
